id,english,sparql
138,is dbr:Video_game the dbp:industry of dbr:Nintendo ?,ask where { dbr:Nintendo dbp:industry dbr:Video_game }
139,"what is the dbo:OfficeHolder whose dbo:predecessor is dbr:Henry_E._Catto,_Jr. and dbo:award is dbr:Screen_Actors_Guild_Life_Achievement_Award ?","select distinct ?uri where { ?uri dbo:predecessor dbr:Henry_E._Catto,_Jr. . ?uri dbo:award dbr:Screen_Actors_Guild_Life_Achievement_Award . ?uri rdf:type dbo:OfficeHolder }"
140,what is the dbp:notableCommanders of the dbr:Army_Group_Oberrhein_(Germany) and dbo:leader of the dbr:Kriminalpolizei ?,select distinct ?uri where { dbr:Army_Group_Oberrhein_(Germany) dbp:notableCommanders ?uri . dbr:Kriminalpolizei dbo:leader uri }
141,what is the dbo:city of the dbr:Soccer_Bowl_'76 and dbo:maintainedBy of the dbr:Cheasty_Boulevard_South ?,select distinct ?uri where { dbr:Soccer_Bowl_'76 dbo:city ?uri . dbr:Cheasty_Boulevard_South dbo:maintainedBy uri }
142,what is the dbo:OfficeHolder whose dbp:allegiance is dbr:Colony_of_Virginia and dbp:rank is dbr:Colonel_(United_States) ?,select distinct ?uri where { ?uri dbp:allegiance dbr:Colony_of_Virginia . ?uri dbp:rank dbr:Colonel_(United_States) . ?uri rdf:type dbo:OfficeHolder }
143,who is the dbp:firstDriver of dbr:1993_European_Grand_Prix ?,select distinct ?uri where { dbr:1993_European_Grand_Prix dbp:firstDriver ?uri }
144,what is the dbo:layout of the dbo:Automobile whose dbo:relatedMeanOfTransportation is dbr:Subaru_Outback ?,select distinct ?uri where { ?x dbo:relatedMeanOfTransportation dbr:Subaru_Outback . ?x dbo:layout ?uri . ?x rdf:type dbo:Automobile }
145,what is the dbo:University whose dbo:superintendent is dbr:Lieutenant_general_(United_States) and dbp:mascot is dbr:Gyrfalcon ?,select distinct ?uri where { ?uri dbo:superintendent dbr:Lieutenant_general_(United_States) . ?uri dbp:mascot dbr:Gyrfalcon . ?uri rdf:type dbo:University }
146,how many other dbo:ingredient are there of the foods whose dbo:ingredient is dbr:Potato ?,select distinct count ( ?uri ) where { ?x dbo:ingredient dbr:Potato . ?x dbo:ingredient ?uri }
147,what is the dbo:sourceCountry of dbr:Đuống_River ?,select distinct ?uri where { dbr:Đuống_River dbo:sourceCountry ?uri . }
148,"how many dbo:manufacturer are there , of the rockets whose dbo:launchSite is dbr:Vandenberg_Air_Force_Base ?",select distinct count ( ?uri ) where { ?x dbo:launchSite dbr:Vandenberg_Air_Force_Base . ?x dbo:manufacturer ?uri . ?uri rdf:type dbo:Company }
149,list the dbo:destination of the dbo:Airline whose dbp:headquarters is dbr:Gatwick_Airport ?,select distinct ?uri where { ?x dbp:headquarters dbr:Gatwick_Airport . ?x dbo:destination ?uri . ?x rdf:type dbo:Airline }
150,what are the given names whose dbo:gender is dbr:Male ?,select distinct ?uri where { ?uri dbo:gender dbr:Male }
151,what is the dbp:residence of dbr:Sukhumbhand_Paribatra ?,select distinct ?uri where { dbr:Sukhumbhand_Paribatra dbp:residence ?uri }
152,what are the dbo:TelevisionShow whose dbp:company 's dbp:predecessor is dbr:Desilu_Productions ?,select distinct ?uri where { ?x dbp:predecessor dbr:Desilu_Productions . ?uri dbp:company ?x . ?uri rdf:type dbo:TelevisionShow }
153,what is the dbo:operator of dbr:FedExField ?,select distinct ?uri where { dbr:FedExField dbo:operator ?uri }
154,what is the dbp:battles of the dbr:Steven_Palazzo and dbr:Tony_Hogg ?,select distinct ?uri where { dbr:Steven_Palazzo dbp:battles ?uri . dbr:Tony_Hogg dbp:battles ?uri . }
155,"what is the dbo:parentCompany of the dbo:Automobile whose dbp:assembly is dbr:Broadmeadows,_Victoria ?","select distinct ?uri where { ?x dbp:assembly dbr:Broadmeadows,_Victoria . ?x dbo:parentCompany ?uri . ?x rdf:type dbo:Automobile }"
156,who is the dbo:starring of the dbr:Betsy's_Wedding and dbp:starring of the dbr:Sixteen_Candles ?,select distinct ?uri where { dbr:Betsy's_Wedding dbo:starring ?uri . dbr:Sixteen_Candles dbp:starring ?uri . ?uri rdf:type dbo:Person }
157,how many information appliances are there whose dbo:manufacturer is dbr:Foxconn ?,select distinct count ( ?uri ) where { ?uri dbo:manufacturer dbr:Foxconn . }
158,is dbr:Moscow the dbo:targetAirport of dbr:Polet_Airlines ?,ask where { dbr:Polet_Airlines dbo:targetAirport dbr:Moscow }
159,what is the total number of dbo:country of the cheese whose dbo:ingredient is dbr:Shallot ?,select distinct count ( ?uri ) where { ?x dbo:ingredient dbr:Shallot . ?x dbo:country ?uri . ?uri rdf:type dbo:Country }
160,what is the dbp:mascot of the military unit which is the dbp:branch of dbr:David_Prowse_(politician) ?,select distinct ?uri where { dbr:David_Prowse_(politician) dbp:branch ?x . ?x dbp:mascot ?uri . }
161,"is dbr:Cohoes,_New_York the dbo:routeJunction of dbr:New_York_State_Route_470 ?","ask where { dbr:New_York_State_Route_470 dbo:routeJunction dbr:Cohoes,_New_York }"
162,how many dbo:notableWork are there of the writer who is the dbo:creator of dbr:Stuart_Alan_Jones ?,select distinct count ( ?uri ) where { dbr:Stuart_Alan_Jones dbo:creator ?x . ?x dbo:notableWork ?uri . }
163,what is the dbp:genre of the dbo:Band whose dbo:hometown is dbr:County_Westmeath ?,select distinct ?uri where { ?x dbo:hometown dbr:County_Westmeath . ?x dbp:genre ?uri . ?x rdf:type dbo:Band }
164,what is the dbo:sport of the dbo:EducationalInstitution whose dbo:city is dbr:Taguig ?,select distinct ?uri where { ?x dbo:city dbr:Taguig . ?x dbo:sport ?uri . ?x rdf:type dbo:EducationalInstitution }
165,what is the dbo:album of dbr:Haiti_I_Am_Sorry ?,select distinct ?uri where { dbr:Haiti_I_Am_Sorry dbo:album ?uri }
166,is dbr:C++ the dbp:programmingLanguage of dbr:Microsoft_Office ?,ask where { dbr:Microsoft_Office dbp:programmingLanguage dbr:C++ }
167,list the bands whose dbp:currentMembers 's dbp:notableInstruments is dbr:PRS_Guitars ?,select distinct ?uri where { ?x dbp:notableInstruments dbr:PRS_Guitars . ?uri dbp:currentMembers ?x . }
168,what is the dbo:River whose dbo:sourcePlace is dbr:Gloucestershire and dbo:riverMouth is dbr:North_Sea ?,select distinct ?uri where { ?uri dbo:sourcePlace dbr:Gloucestershire . ?uri dbo:riverMouth dbr:North_Sea . ?uri rdf:type dbo:River }
169,what are the other dbo:commander of the dbo:MilitaryConflict whose dbo:commander is dbr:Roundhead_(Wyandot) ?,select distinct ?uri where { ?x dbp:commander dbr:Roundhead_(Wyandot) . ?x dbo:commander ?uri . ?x rdf:type dbo:MilitaryConflict }
170,what are the books whose dbo:literaryGenre is dbr:Short_story ?,select distinct ?uri where { ?uri dbo:literaryGenre dbr:Short_story }
171,what is the dbp:nickname of the dbo:School whose dbo:colour is dbr:Royal_blue ?,select distinct ?uri where { ?x dbo:colour dbr:Royal_blue . ?x dbp:nickname ?uri . ?x rdf:type dbo:School }
172,"what is the dbo:party of the dbo:OfficeHolder whose dbo:almaMater is dbr:Somerville_College,_Oxford ?","select distinct ?uri where { ?x dbo:almaMater dbr:Somerville_College,_Oxford . ?x dbo:party ?uri . ?x rdf:type dbo:OfficeHolder }"
173,what is the dbp:awards of dbr:José_Rivera_(playwright) ?,select distinct ?uri where { dbr:José_Rivera_(playwright) dbp:awards ?uri }
174,who is the office holder whose dbo:award is dbr:Screen_Actors_Guild_Life_Achievement_Award ?,select distinct ?uri where { ?uri dbo:award dbr:Screen_Actors_Guild_Life_Achievement_Award . }
175,what are the movies whose dbp:cinematography 's dbp:deathPlace is dbr:United_States ?,select distinct ?uri where { ?x dbp:deathPlace dbr:United_States . ?uri dbp:cinematography ?x . }
176,what is the dbp:homeStadium of the dbr:Kenya_national_under-20_football_team and dbo:birthPlace of the dbr:Martin_Suji ?,select distinct ?uri where { dbr:Kenya_national_under-20_football_team dbp:homeStadium ?uri . dbr:Martin_Suji dbo:birthPlace uri }
177,what is the dbo:Company whose dbp:keyPeople is dbr:Dennis_Muilenburg and dbo:keyPerson is dbr:Raymond_Conner ?,select distinct ?uri where { ?uri dbp:keyPeople dbr:Dennis_Muilenburg . ?uri dbo:keyPerson dbr:Raymond_Conner . ?uri rdf:type dbo:Company }
178,"what is the dbp:branch of the dbr:George_G._Siebels,_Jr. and dbr:LeRoy_Collins ?","select distinct ?uri where { dbr:George_G._Siebels,_Jr. dbp:branch ?uri . dbr:LeRoy_Collins dbp:branch ?uri . ?uri rdf:type dbo:MilitaryUnit }"
179,what dbo:Scientist 's dbo:citizenship is dbr:Statelessness ?,select distinct ?uri where { ?uri dbo:citizenship dbr:Statelessness . ?uri rdf:type dbo:Scientist }
180,what is the dbo:regionServed of dbr:Toll_Global_Express ?,select distinct ?uri where { dbr:Toll_Global_Express dbo:regionServed ?uri }
181,what is the dbo:ProtectedArea whose dbo:nearestCity is dbr:Kenya ?,select distinct ?uri where { ?uri dbo:nearestCity dbr:Kenya . ?uri rdf:type dbo:ProtectedArea }
182,how many other dbo:nearestCity are there of the historic places whose dbo:nearestCity is dbr:Wisconsin ?,select distinct count ( ?uri ) where { ?x dbo:nearestCity dbr:Wisconsin . ?x dbp:nearestCity ?uri }
183,give me the total number of dbp:commander of the military conflicts whose dbp:commander is dbr:Roundhead_(Wyandot) ?,select distinct count ( ?uri ) where { ?x dbp:commander dbr:Roundhead_(Wyandot) . ?x dbo:commander ?uri }
184,give me a count of dbo:Place whose dbp:leaderName is dbr:Elizabeth_II ?,select distinct count ( ?uri ) where { ?uri dbp:leaderName dbr:Elizabeth_II . ?uri rdf:type dbo:Place }
185,what are the other dbp:fields of the dbo:Scientist whose dbp:fields is dbr:Chinese_poetry ?,select distinct ?uri where { ?x dbp:fields dbr:Chinese_poetry . ?x dbp:fields ?uri . ?x rdf:type dbo:Scientist }
186,what is the dbp:narrated of the dbo:TelevisionShow whose dbo:composer is dbr:John_Douglas_(conductor) ?,select distinct ?uri where { ?x dbo:composer dbr:John_Douglas_(conductor) . ?x dbp:narrated ?uri . ?x rdf:type dbo:TelevisionShow }
187,what is the dbp:parent of the dbr:Hypnotize_Minds and dbp:label of the dbr:The_Producers_(2005_film) ?,select distinct ?uri where { dbr:Hypnotize_Minds dbp:parent ?uri . dbr:The_Producers_(2005_film) dbp:label uri }
188,what is the dbp:college of the dbr:Luke_List_(golfer) and dbp:almaMater of the dbr:K._Terry_Dornbush ?,select distinct ?uri where { dbr:Luke_List_(golfer) dbp:college ?uri . dbr:K._Terry_Dornbush dbp:almaMater uri }
189,who is the dbo:FictionalCharacter whose dbo:portrayer is dbr:Terminator_2:_Judgment_Day ?,select distinct ?uri where { ?uri dbo:portrayer dbr:Terminator_2:_Judgment_Day . ?uri rdf:type dbo:FictionalCharacter }
190,what is the dbo:debutTeam of the dbr:John_Estes and dbo:team of the dbr:Dan_Shamash ?,select distinct ?uri where { dbr:John_Estes dbo:debutTeam ?uri . dbr:Dan_Shamash dbo:team uri }
191,what is the dbo:residence of the ice hockey players whose dbp:employer is dbr:Detroit_Red_Wings ?,select distinct ?uri where { ?x dbp:employer dbr:Detroit_Red_Wings . ?x dbo:residence ?uri . }
192,what is the dbp:country of the dbo:Company whose dbp:headquarters is dbr:Klang_Valley ?,select distinct ?uri where { ?x dbp:headquarters dbr:Klang_Valley . ?x dbp:country ?uri . ?x rdf:type dbo:Company }
193,is dbr:West_Africa the dbo:stylisticOrigin of dbr:Chanté_mas ?,ask where { dbr:Chanté_mas dbo:stylisticOrigin dbr:West_Africa }
194,"what is the dbo:River whose dbp:mouthCountry is dbr:Mozambique and dbp:sourceRegion is dbr:North-Western_Province,_Zambia ?","select distinct ?uri where { ?uri dbp:mouthCountry dbr:Mozambique . ?uri dbp:sourceRegion dbr:North-Western_Province,_Zambia . ?uri rdf:type dbo:River }"
195,give me a count of dbo:Bacteria whose dbo:class is dbr:Bacilli ?,select distinct count ( ?uri ) where { ?uri dbo:class dbr:Bacilli . ?uri rdf:type dbo:Bacteria }
196,count the number of dbo:producer of the television shows whose dbp:company is dbr:FremantleMedia ?,select distinct count ( ?uri ) where { ?x dbp:company dbr:FremantleMedia . ?x dbo:producer ?uri . }
197,what person 's dbo:board is dbr:Kate_Spade_&_Company ?,select distinct ?uri where { ?uri dbo:board dbr:Kate_Spade_&_Company . }
198,who is the dbp:animator of the dbr:Tommy_Tucker's_Tooth and dbo:director of the dbr:The_Haunted_House_(1929_film) ?,select distinct ?uri where { dbr:Tommy_Tucker's_Tooth dbp:animator ?uri . dbr:The_Haunted_House_(1929_film) dbo:director uri }
199,what is the dbo:University whose dbo:athletics is dbr:National_Collegiate_Athletic_Association and dbp:chancellor is dbr:Nicholas_S._Zeppos ?,select distinct ?uri where { ?uri dbo:athletics dbr:National_Collegiate_Athletic_Association . ?uri dbp:chancellor dbr:Nicholas_S._Zeppos . ?uri rdf:type dbo:University }
200,what is the dbo:managerClub of the dbr:Ivan_Toplak and dbr:Bret_Simon ?,select distinct ?uri where { dbr:Ivan_Toplak dbo:managerClub ?uri . dbr:Bret_Simon dbo:managerClub ?uri . }
201,give me a count of dbo:TelevisionShow whose dbo:creator is dbr:Larry_David ?,select distinct count ( ?uri ) where { ?uri dbo:creator dbr:Larry_David . ?uri rdf:type dbo:TelevisionShow }
202,what is the dbp:district of the dbo:Building whose dbo:part is dbr:Martin_AN/GSG-5_Battery_Integration_and_Radar_Display_Equipment ?,select distinct ?uri where { ?x dbo:part dbr:Martin_AN/GSG-5_Battery_Integration_and_Radar_Display_Equipment . ?x dbp:district ?uri . ?x rdf:type dbo:Building }
203,what is the total number of dbp:architect of the stadia whose dbo:tenant is dbr:Oakland_Athletics ?,select distinct count ( ?uri ) where { ?x dbo:tenant dbr:Oakland_Athletics . ?x dbp:architect ?uri . }
204,what is the dbo:board of the person who is the dbo:foundedBy of dbr:Bomis ?,select distinct ?uri where { dbr:Bomis dbo:foundedBy ?x . ?x dbo:board ?uri . }
205,what is the dbo:occupation of the dbr:Craig_Van_Tilbury and dbp:genre of the dbr:PyChess ?,select distinct ?uri where { dbr:Craig_Van_Tilbury dbo:occupation ?uri . dbr:PyChess dbp:genre uri }
206,what is the dbp:locationCountry of dbr:Ethiopian_Parliament_Building ?,select distinct ?uri where { dbr:Ethiopian_Parliament_Building dbp:locationCountry ?uri }
207,"what are the other dbo:city of the dbo:River whose dbp:city is dbr:Tukwila,_Washington ?","select distinct ?uri where { ?x dbp:city dbr:Tukwila,_Washington . ?x dbo:city ?uri . ?x rdf:type dbo:River }"
208,what is the dbo:Award whose dbp:presenter is dbr:Downtown_Athletic_Club ?,select distinct ?uri where { ?uri dbp:presenter dbr:Downtown_Athletic_Club . ?uri rdf:type dbo:Award }
209,what is the dbo:appointer of the dbr:Joseph_Clay_(Georgia) and dbr:William_Cushing ?,select distinct ?uri where { dbr:Joseph_Clay_(Georgia) dbo:appointer ?uri . dbr:William_Cushing dbo:appointer ?uri . }
210,who is the dbo:parent of dbr:Dannielynn_Birkhead ?,select distinct ?uri where { dbr:Dannielynn_Birkhead dbo:parent ?uri }
211,what is the dbp:awards of the person who is the dbo:partner of dbr:Harriet_Andersson ?,select distinct ?uri where { dbr:Harriet_Andersson dbo:partner ?x . ?x dbp:awards ?uri . }
212,what is the office holder whose dbo:battle are dbr:Fort_Gadsden and dbr:Fort_Barrancas ?,select distinct ?uri where { ?uri dbo:battle dbr:Fort_Gadsden . ?uri dbo:battle dbr:Fort_Barrancas . }
213,what is the country whose dbo:currency are dbr:Solidus_(coin) and dbr:Aureus ?,select distinct ?uri where { ?uri dbo:currency dbr:Solidus_(coin) . ?uri dbo:currency dbr:Aureus . }
214,what is the dbp:parent of the dbo:Airline whose dbp:hubs is dbr:Detroit ?,select distinct ?uri where { ?x dbp:hubs dbr:Detroit . ?x dbp:parent ?uri . ?x rdf:type dbo:Airline }
215,"what is the dbp:successor of the dbr:Levi_Lincoln,_Sr. and dbp:appointer of the dbr:William_Clark ?","select distinct ?uri where { dbr:Levi_Lincoln,_Sr. dbp:successor ?uri . dbr:William_Clark dbp:appointer uri }"
216,what is the company whose dbp:divisions is dbr:Audi_India ?,select distinct ?uri where { ?uri dbp:divisions dbr:Audi_India }
217,what is the dbp:subject of the dbo:Book whose dbo:subsequentWork is dbr:Cosmos_(Carl_Sagan_book) ?,select distinct ?uri where { ?x dbo:subsequentWork dbr:Cosmos_(Carl_Sagan_book) . ?x dbp:subject ?uri . ?x rdf:type dbo:Book }
218,what is the dbo:nationality of the dbo:Chancellor who is the dbo:deputy of dbr:Michael_Mayr ?,select distinct ?uri where { dbr:Michael_Mayr dbo:deputy ?x . ?x dbo:nationality ?uri . ?x rdf:type dbo:Chancellor }
219,what is the dbo:residence of the dbr:Helen_Getachew and dbp:placeOfDeath of the dbr:Haile_Selassie_Gugsa ?,select distinct ?uri where { dbr:Helen_Getachew dbo:residence ?uri . dbr:Haile_Selassie_Gugsa dbp:placeOfDeath uri }
220,what is the dbo:manufacturer of dbr:Ford_Y-block_engine ?,select distinct ?uri where { dbr:Ford_Y-block_engine dbo:manufacturer ?uri }
221,is dbr:Saxophone the dbp:instrument of dbr:Gibby_Haynes ?,ask where { dbr:Gibby_Haynes dbp:instrument dbr:Saxophone }
222,is dbr:National_Archaeological_Museum_(Florence) the dbp:museum of dbr:The_Orator ?,ask where { dbr:The_Orator dbp:museum dbr:National_Archaeological_Museum_(Florence) }
223,what is the dbp:region of dbr:Lumberjack_100 ?,select distinct ?uri where { dbr:Lumberjack_100 dbp:region ?uri }
224,what is the dbp:almaMater of the dbo:president who is the dbo:president of dbr:Beşiktaş_JK_(wheelchair_basketball) ?,select distinct ?uri where { dbr:Beşiktaş_JK_(wheelchair_basketball) dbo:president ?x . ?x dbp:almaMater ?uri . }
225,what is the dbo:vicePresident of the dbr:Elizabeth_Alexander_(press_secretary) and dbr:Jared_Bernstein ?,select distinct ?uri where { dbr:Elizabeth_Alexander_(press_secretary) dbo:vicePresident ?uri . dbr:Jared_Bernstein dbo:vicePresident ?uri . }
226,"how many dbo:award are there , of the writers whose dbp:awards is dbr:Royal_Designers_for_Industry ?",select distinct count ( ?uri ) where { ?x dbp:awards dbr:Royal_Designers_for_Industry . ?x dbo:award ?uri . ?uri rdf:type dbo:Award }
227,what is the dbo:location of the owl which is the dbp:team of dbr:Abdel_Bouckar ?,select distinct ?uri where { dbr:Abdel_Bouckar dbp:team ?x . ?x dbo:location ?uri . }
228,what is the dbo:team of the soccer players whose dbp:nationalteam is dbr:Tanzania_national_football_team ?,select distinct ?uri where { ?x dbp:nationalteam dbr:Tanzania_national_football_team . ?x dbo:team ?uri . }
229,what is the dbo:governingBody of dbr:Burro_Flats_Painted_Cave ?,select distinct ?uri where { dbr:Burro_Flats_Painted_Cave dbo:governingBody ?uri }
230,is dbr:Hank_Williams_Jr. the dbo:musicalArtist of dbr:Early_in_the_Morning_and_Late_at_Night ?,ask where { dbr:Early_in_the_Morning_and_Late_at_Night dbo:musicalArtist dbr:Hank_Williams_Jr. }
231,what are the dbo:Cartoon whose dbp:distributor 's dbo:parentCompany is dbr:Time_Warner ?,select distinct ?uri where { ?x dbo:parentCompany dbr:Time_Warner . ?uri dbp:distributor ?x . ?uri rdf:type dbo:Cartoon }
